,암호화카드번호,버스노선ID1,버스노선ID2,버스노선ID3,버스노선ID4,버스노선ID5,총통행거리,총탑승시간,총소요시간,승차역ID1,승차역ID2,승차역ID3,승차역ID4,승차역ID5,하차역ID1,하차역ID2,하차역ID3,하차역ID4,하차역ID5,최초승차일시,최종하차일시,최초승차역ID,최종하차역ID,총이용금액,수집건수,총이용객수,사용자구분
31904,900512442716,3,301,777,,,4210,15,15,4116787.0,4100138.0,4108183.0,,,,,,,,20180703095459,20180703104617 ,4116787.0,4170096.0,1250,3,1,1
31908,900472653181,60,720-1,51,,,5820,22,22,4122283.0,4100463.0,4100526.0,,,,,,,,20180703141706,20180703145034 ,4122283.0,4100531.0,1250,3,1,1
31910,100512097568,13-1,310,5,,,11030,47,47,4116965.0,4122214.0,4170107.0,,,,,,,,20180703083822,20180703093057 ,4116965.0,4160348.0,1350,3,1,1
31912,100505880803,7-1,63-1,92-1,,,6290,22,22,4170995.0,4108039.0,4108044.0,,,,,,,,20180703203801,20180703211247 ,4170995.0,4130123.0,1250,3,1,1
31914,900510011069,16,8106,700-2,,,54960,85,85,4101117.0,4178904.0,4135037.0,,,,,,,,20180703063704,20180703081126 ,4101117.0,4135032.0,3100,3,1,1
31915,900503259623,98,301,8407,,,64050,112,112,4108071.0,4108130.0,4108192.0,,,,,,,,20180703135216,20180703160740 ,4108071.0,4110806.0,3300,3,1,1
31916,900502675037,62-1,99,19,,,5510,24,24,4108173.0,4100127.0,4160224.0,,,,,,,,20180703205042,20180703211909 ,4108173.0,4116828.0,1250,3,1,1
31917,900487499737,220,5500-1,116-3,,,17150,52,52,4110143.0,4135070.0,4111645.0,,,,,,,,20180703170437,20180703183231 ,4110143.0,4100650.0,2400,3,1,1
31919,900522608256,720-1,5,98,,,2980,11,11,4114908.0,4114908.0,4108221.0,,,,,,,,20180703222101,20180703230249 ,4114908.0,4108040.0,1250,3,1,1
31921,900469730509,1004,13-5,99,,,15890,55,55,4102945.0,4122214.0,4130121.0,,,,,,,,20180703063658,20180703075354 ,4102945.0,4121766.0,2050,3,1,1
31923,900469734720,511,909,15,,,30430,90,90,4102100.0,4195019.0,4105382.0,,,,,,,,20180703072313,20180703090341 ,4102100.0,4108035.0,2150,3,1,1
31924,900469735010,66,720-3,13-4,,,4960,13,13,4115594.0,4116893.0,4114238.0,,,,,,,,20180703092416,20180703095803 ,4115594.0,4176335.0,1250,3,1,1
31927,900501367833,92-1,88,112,,,7730,27,27,4105381.0,4116760.0,4108109.0,,,,,,,,20180703182835,20180703185943 ,4105381.0,4116999.0,1250,3,1,1
31928,100032877615,20,32-3,202,,,15510,64,64,4117253.0,4179319.0,4116922.0,,,,,,,,20180703085423,20180703103439 ,4117253.0,4117289.0,1450,3,1,1
31930,100032884588,13-5,5,88,,,8340,31,31,4108043.0,4108108.0,4122215.0,,,,,,,,20180703153940,20180703162406 ,4108043.0,4117066.0,1250,3,1,1
31932,100032887325,720-2,27,116-1,,,12400,44,44,4116801.0,4179321.0,4111635.0,,,,,,,,20180703192048,20180703201156 ,4116801.0,4111629.0,1350,3,1,1
31934,900508831586,38,38-1,301,,,20040,49,49,4199637.0,4199637.0,4102820.0,,,,,,,,20180703133257,20180703143048 ,4199637.0,4100114.0,1550,3,1,1
31935,900478616373,220,33,720-2,,,4310,15,15,4100562.0,4110131.0,4100576.0,,,,,,,,20180703170402,20180703172039 ,4100562.0,4110309.0,1250,3,1,1
31940,900512941218,62-1,30-1,7-1,,,8890,28,28,4108175.0,4108188.0,4122214.0,,,,,,,,20180703192708,20180703200626 ,4108175.0,4108111.0,1250,3,1,1
31942,900512941365,900,66,9-1,,,12760,43,43,4151750.0,4170095.0,4116760.0,,,,,,,,20180703224910,20180703234132 ,4151750.0,4116952.0,1350,3,1,1
