,암호화카드번호,버스노선ID1,버스노선ID2,버스노선ID3,버스노선ID4,버스노선ID5,총통행거리,총탑승시간,총소요시간,승차역ID1,승차역ID2,승차역ID3,승차역ID4,승차역ID5,하차역ID1,하차역ID2,하차역ID3,하차역ID4,하차역ID5,최초승차일시,최종하차일시,최초승차역ID,최종하차역ID,총이용금액,수집건수,총이용객수,사용자구분
2870,900097099979,22,52,310,,,11870,29,29,4195053.0,4195019.0,4101988.0,,,,,,,,20180701122958,20180701132816 ,4195053.0,4107881.0,1350,3,1,1
2873,900523598772,22,10-5,116-1,,,24300,56,56,4176176.0,4176783.0,4150195.0,,,,,,,,20180701211419,20180701222951 ,4176176.0,4130120.0,1550,3,1,1
2876,900463653018,9-2,3,98,,,4770,19,19,4116900.0,4116922.0,4108071.0,,,,,,,,20180701122135,20180701124255 ,4116900.0,4108130.0,1250,3,1,1
2882,900523606770,60-1,900,88,,,19140,47,47,4116594.0,4100059.0,4108183.0,,,,,,,,20180701203642,20180701213146 ,4116594.0,4151704.0,1450,3,1,1
2883,900513499439,92,61,700-2,,,8980,31,31,4108125.0,4108159.0,4107940.0,,,,,,,,20180701091358,20180701095701 ,4108125.0,4112028.0,1250,3,1,1
2884,900513499439,700-2,98,37,,,9060,32,32,4179317.0,4107937.0,4108158.0,,,,,,,,20180701203353,20180701211546 ,4179317.0,4108126.0,1250,3,1,1
2890,900167705993,9-3,777,7-1,,,25680,66,66,4103276.0,4103279.0,4100140.0,,,,,,,,20180701121952,20180701134522 ,4103276.0,4160249.0,1650,3,1,1
2892,900167720669,301,83-1,92,,,19750,61,61,4100059.0,4170096.0,4107928.0,,,,,,,,20180701192637,20180701204328 ,4100059.0,4116911.0,1450,3,1,1
2894,900167722376,35,37,13,,,2910,8,8,4107953.0,4107943.0,4107943.0,,,,,,,,20180701112744,20180701115652 ,4107953.0,4107935.0,1250,3,1,1
2896,900167733380,63,701,301,,,18520,47,47,4130097.0,4195716.0,4100048.0,,,,,,,,20180701135401,20180701145726 ,4130097.0,4102820.0,1450,3,1,1
2897,900167658463,301,30,99-2,,,2680,8,8,4108133.0,4179378.0,4108188.0,,,,,,,,20180701122256,20180701123944 ,4108133.0,4108172.0,1250,3,1,1
2899,900469991354,8-1,11,301,,,21310,49,49,9113487.0,4121768.0,4122214.0,,,,,,,,20180701084717,20180701094726 ,9113487.0,4100041.0,1550,3,1,1
2900,900469991354,301,11,8-1,,,21070,43,43,4100040.0,4170093.0,9121767.0,,,,,,,,20180701100812,20180701110743 ,4100040.0,9113487.0,1550,3,1,1
2902,900526213947,110,10,62-1,,,20890,40,40,4105248.0,4116760.0,4108070.0,,,,,,,,20180701061008,20180701065642 ,4105248.0,4108130.0,2050,3,1,1
2904,900384471159,98,301,22,,,12420,33,33,4108187.0,4108146.0,4100056.0,,,,,,,,20180701155028,20180701163713 ,4108187.0,4150359.0,1350,3,1,1
2907,900523287068,708,20,111,,,11980,30,30,4197606.0,4100049.0,4197425.0,,,,,,,,20180701110438,20180701115446 ,4197606.0,4130517.0,1350,3,1,1
2908,900501002845,202,701,5-1,,,6210,15,15,4198644.0,4100048.0,4197464.0,,,,,,,,20180701053414,20180701061410 ,4198644.0,4199077.0,1250,3,1,1
2909,900470167020,92-1,900,13,,,10970,32,32,4170507.0,4106798.0,4170093.0,,,,,,,,20180701212614,20180701220202 ,4170507.0,4116962.0,1350,3,1,1
2912,900523272884,4-1,112,98,,,5900,21,21,4116729.0,4170101.0,4116759.0,,,,,,,,20180701152008,20180701154625 ,4116729.0,4116753.0,1250,3,1,1
2915,100034099393,720-2,11,13,,,12760,44,44,4117072.0,4107936.0,4160256.0,,,,,,,,20180701114526,20180701125119 ,4117072.0,4160232.0,1350,3,1,1
2917,900027650879,13-1,13-5,13-1,,,20450,66,66,4108086.0,4116979.0,4122214.0,,,,,,,,20180701183623,20180701200557 ,4108086.0,4108087.0,1550,3,1,1
2919,900024597753,7-1,110,125,,,30190,82,82,4108041.0,4122215.0,4105250.0,,,,,,,,20180701175747,20180701193319 ,4108041.0,4195042.0,2150,3,1,1
2920,900512156543,83-1,2-1,5,,,4880,23,23,4170096.0,4107934.0,4122215.0,,,,,,,,20180701142447,20180701151049 ,4170096.0,4100116.0,1250,3,1,1
2924,900493439005,11,707,2-1,,,31460,75,75,4111947.0,4116097.0,4116760.0,,,,,,,,20180701122258,20180701135220 ,4111947.0,4116753.0,2150,3,1,1
2926,900104684006,5,62-1,65,,,11430,38,38,4108147.0,4108183.0,4116897.0,,,,,,,,20180701091018,20180701095624 ,4108147.0,4113745.0,1350,3,1,1
2931,900483886686,81,38,30-1,,,32790,81,81,9120511.0,4199624.0,4117322.0,,,,,,,,20180701082946,20180701100311 ,9120511.0,4151749.0,1750,3,1,1
2933,900521431801,10,900,7-2,,,13970,38,38,4103593.0,4100154.0,4100140.0,,,,,,,,20180701220635,20180701225718 ,4103593.0,4116810.0,1350,3,1,1
2934,900521434114,62-1,64,8,,,15180,50,50,4116897.0,4108044.0,4170342.0,,,,,,,,20180701194604,20180701212126 ,4116897.0,4114354.0,1450,3,1,1
2937,900521437616,720-1,20,62-1,,,15870,52,52,4111744.0,4116922.0,4108065.0,,,,,,,,20180701133919,20180701144954 ,4111744.0,4100147.0,1450,3,1,1
2939,900161311383,3000,7790,62-1,,,30040,44,44,4116657.0,4100163.0,4160293.0,,,,,,,,20180701220150,20180701225255 ,4116657.0,4108139.0,2500,3,1,1
2940,900161315318,720-2,65,60-1,,,21620,72,72,4116801.0,4116922.0,4116548.0,,,,,,,,20180701103322,20180701115236 ,4116801.0,4178981.0,1550,3,1,1
2941,900470186117,9-3,7000,3,,,46080,86,86,4103265.0,4103279.0,4116883.0,,,,,,,,20180701213827,20180701231823 ,4103265.0,4108209.0,2800,3,1,1
2944,900021152438,32-4,62-1,777,,,12490,45,45,4114239.0,4116922.0,4100126.0,,,,,,,,20180701100151,20180701105511 ,4114239.0,4151749.0,1350,3,1,1
2945,900021152438,777,700-2,80,,,10810,36,36,4100131.0,4100140.0,4116908.0,,,,,,,,20180701151224,20180701155953 ,4100131.0,4179325.0,2030,3,2,1
2946,900493744948,13-1,37,116-3,,,9250,28,28,4108053.0,4116872.0,4111889.0,,,,,,,,20180701151647,20180701160047 ,4108053.0,4150201.0,1250,3,1,1
2948,900520682193,33-1,35,301,,,37050,85,85,4170433.0,4199624.0,4122215.0,,,,,,,,20180701075712,20180701093633 ,4170433.0,4100056.0,1850,3,1,1
2950,900526203306,720-2,1009,30-1,,,61740,161,161,4116666.0,4117227.0,4199201.0,,,,,,,,20180701081116,20180701110418 ,4116666.0,4103155.0,3100,3,1,1
2951,900018435548,51,900,11-5,,,17810,54,54,4195607.0,4195615.0,4100064.0,,,,,,,,20180701080043,20180701095101 ,4195607.0,4103542.0,1450,3,1,1
2953,900524057964,720-1,62-1,13-1,,,5490,13,13,4116806.0,4116897.0,4160309.0,,,,,,,,20180701065901,20180701071427 ,4116806.0,4160311.0,1250,3,1,1
2955,900451576217,13-1,112,98,,,12040,52,52,4108054.0,4117287.0,4116719.0,,,,,,,,20180701150204,20180701162503 ,4108054.0,4116753.0,1350,3,1,1
2957,900451578170,13,720-2,720-1,,,7880,31,31,4116965.0,4116760.0,4170113.0,,,,,,,,20180701074635,20180701082321 ,4116965.0,4116800.0,1250,3,1,1
2962,900384408951,19,60,720-2,,,19610,67,67,4116980.0,4116909.0,4150161.0,,,,,,,,20180701154316,20180701171848 ,4116980.0,4111737.0,1450,3,1,1
2963,900490802403,720-1A,720-2,13-1,,,27680,98,98,4135037.0,4111744.0,4122215.0,,,,,,,,20180701205557,20180701225729 ,4135037.0,4117050.0,1650,3,1,1
2966,900479680159,64,13-5,909,,,19590,53,53,4170407.0,4108113.0,7103072.0,,,,,,,,20180701212211,20180701222235 ,4170407.0,4121767.0,2050,3,1,1
2970,900520638080,21,38,16,,,29800,78,78,4130273.0,4199624.0,4102820.0,,,,,,,,20180701123758,20180701140010 ,4130273.0,4107954.0,1650,3,1,1
2971,900026684179,202,10-2,38,,,23140,67,67,4108055.0,4116922.0,4116982.0,,,,,,,,20180701153831,20180701172234 ,4108055.0,4199626.0,1550,3,1,1
2977,100040507633,82-1,13-4,81,,,13800,51,51,4100087.0,4116899.0,4114848.0,,,,,,,,20180701111322,20180701122456 ,4100087.0,4176348.0,950,3,1,4
2978,100040512366,88,5,66-4,,,5960,16,16,4117072.0,4122215.0,4100118.0,,,,,,,,20180701123648,20180701125923 ,4117072.0,4100140.0,870,3,1,4
2979,100040530803,35,33-1,1,,,35990,62,62,4107935.0,4199624.0,4131062.0,,,,,,,,20180701055340,20180701071301 ,4107935.0,4170362.0,1850,3,1,1
2982,900351856688,2-2,301,700-2,,,32660,79,79,4107077.0,4100006.0,4100116.0,,,,,,,,20180701094322,20180701110952 ,4107077.0,4111841.0,1750,3,1,1
2983,900351856688,700-2,301,2-2,,,33140,85,85,4111840.0,4170095.0,4178351.0,,,,,,,,20180701143740,20180701162200 ,4111840.0,4107076.0,1750,3,1,1
2985,900523805988,51,2007,25,,,31690,47,47,4100611.0,4199895.0,4108183.0,,,,,,,,20180701190413,20180701200956 ,4100611.0,4117254.0,2500,3,1,1
2986,900470212749,38,400-4,46,,,14670,45,45,4117032.0,4102820.0,4107935.0,,,,,,,,20180701140009,20180701151018 ,4117032.0,4116111.0,1350,3,1,1
2987,100036029848,701,301,37,,,13670,32,32,4197606.0,4100048.0,4108130.0,,,,,,,,20180701083757,20180701091327 ,4197606.0,4116718.0,1350,3,1,1
2989,100036029848,112,13-5,720-3,,,16720,56,56,4116719.0,4122174.0,4108044.0,,,,,,,,20180701193943,20180701205420 ,4116719.0,4199433.0,1450,3,1,1
2993,100036186602,202,20-1,708,,,21260,55,55,4116922.0,4117254.0,4100049.0,,,,,,,,20180701210315,20180701225455 ,4116922.0,4130097.0,1550,3,1,1
2994,900479690005,3,65,88,,,4720,21,21,4170103.0,4108071.0,4108130.0,,,,,,,,20180701171829,20180701174821 ,4170103.0,4116734.0,1250,3,1,1
2996,100075513452,13,46,13,,,16240,56,56,4117278.0,4107935.0,4170093.0,,,,,,,,20180701134119,20180701144836 ,4117278.0,4116981.0,1450,3,1,1
2997,100075514301,35,112,660,,,29660,75,75,4199624.0,4108071.0,4150135.0,,,,,,,,20180701201835,20180701224150 ,4199624.0,4107942.0,1650,3,1,1
2998,900490882234,5,99,15-1,,,18570,58,58,4108141.0,4108046.0,4108040.0,,,,,,,,20180701083414,20180701100427 ,4108141.0,4170944.0,1450,3,1,1
2999,900490882234,73,15-1,62-1,,,20030,71,71,4121008.0,4121775.0,4108043.0,,,,,,,,20180701161057,20180701172716 ,4121008.0,4160284.0,1550,3,1,1
3005,100033587380,670,700-2,25,,,11110,31,31,4111736.0,4111900.0,4107937.0,,,,,,,,20180701210952,20180701215916 ,4111736.0,4108130.0,1350,3,1,1
3006,900017513263,30,400-2,22-2,,,8680,17,17,4117318.0,4102826.0,4107932.0,,,,,,,,20180701213021,20180701215444 ,4117318.0,4116836.0,1250,3,1,1
3007,900387273248,202,720-1,13-5,,,14290,44,44,4123723.0,4108212.0,4108035.0,,,,,,,,20180701104108,20180701115445 ,4123723.0,4130121.0,1350,3,1,1
3009,900513845196,10,66,13-1,,,17040,44,44,9176783.0,4111871.0,4116874.0,,,,,,,,20180701145609,20180701155630 ,9176783.0,4160313.0,1450,3,1,1
3013,900470416859,92-1,900,101,,,32290,94,94,4108041.0,4106798.0,4109531.0,,,,,,,,20180701184839,20180701202837 ,4108041.0,4107624.0,1750,3,1,1
3014,900029448571,98,2-1,9,,,5900,20,20,4108183.0,4116858.0,4198877.0,,,,,,,,20180701062744,20180701072723 ,4108183.0,4116860.0,1250,3,1,1
3017,900470963955,13-4,54,34,,,10260,28,28,4112031.0,4116897.0,4116943.0,,,,,,,,20180701103638,20180701110809 ,4112031.0,4108040.0,1350,3,1,1
3018,900507476781,99-2,5-2,11-1,,,4120,12,12,4116998.0,4197261.0,4108048.0,,,,,,,,20180701160430,20180701164116 ,4116998.0,4116995.0,1250,3,1,1
3019,900506679645,82-2,62-1,5-1,,,3520,14,14,4160266.0,4160293.0,4108187.0,,,,,,,,20180701102434,20180701105351 ,4160266.0,4108151.0,1250,3,1,1
3020,900506685843,21,35,34-1,,,33040,73,73,4130239.0,4130354.0,4117322.0,,,,,,,,20180701122056,20180701134648 ,4130239.0,4116691.0,1750,3,1,1
3021,900474273740,720-2,82-1,92-1,,,3100,13,13,4116900.0,4116897.0,4198877.0,,,,,,,,20180701091747,20180701094545 ,4116900.0,4116395.0,2500,3,2,1
3026,900355335431,92-1,13-1,9-1,,,5600,20,20,4170093.0,4105383.0,4117277.0,,,,,,,,20180701153658,20180701162012 ,4170093.0,4116965.0,1250,3,1,1
3027,900451220238,900,5609,22,,,27310,63,63,4195599.0,4109608.0,4105247.0,,,,,,,,20180701080353,20180701091045 ,4195599.0,4195011.0,2400,3,1,1
3029,900474860806,25,20-1,34-1,,,8760,23,23,4179340.0,4100053.0,4100051.0,,,,,,,,20180701082018,20180701090111 ,4179340.0,4108012.0,1250,3,1,1
3033,900516465160,720-1,33-1,51,,,38710,116,116,4110266.0,4100529.0,4100556.0,,,,,,,,20180701103308,20180701125709 ,4110266.0,4100385.0,1850,3,1,1
3035,900090724647,720-1,310,3,,,9530,34,34,4116948.0,4170106.0,4116818.0,,,,,,,,20180701152651,20180701163553 ,4116948.0,4100118.0,1250,3,1,1
3038,900142541500,2-1,707,62,,,26750,64,64,4116862.0,4122215.0,4105250.0,,,,,,,,20180701094742,20180701110310 ,4116862.0,4195035.0,2050,3,1,1
3043,900454523486,88,7-1,8,,,6730,21,21,4116945.0,4122174.0,4108045.0,,,,,,,,20180701231920,20180701235832 ,4116945.0,4160338.0,1250,3,1,1
3047,900141718698,11,13-4,92-1,,,7340,20,20,4105379.0,4107929.0,4170093.0,,,,,,,,20180701132600,20180701142308 ,4105379.0,4105378.0,1250,3,1,1
3049,900141722486,62-1,37,99,,,14510,47,47,4108183.0,4116836.0,4111912.0,,,,,,,,20180701093305,20180701103024 ,4108183.0,4150258.0,1350,3,1,1
3051,900141722486,116-1,10-5,65,,,13280,43,43,4150257.0,4111922.0,4108071.0,,,,,,,,20180701121910,20180701132153 ,4150257.0,4108130.0,1350,3,1,1
3053,900352370873,720-3,3,202,,,4980,17,17,4114239.0,4116895.0,4116922.0,,,,,,,,20180701110836,20180701113242 ,4114239.0,4108054.0,1250,3,1,1
3057,100033070269,71,2-2,110,,,43090,104,104,4121010.0,4100029.0,4178361.0,,,,,,,,20180701160218,20180701180809 ,4121010.0,4179581.0,1950,3,1,1
3058,100033070728,13-4,62-1,61,,,1850,7,7,4107932.0,4116836.0,4151704.0,,,,,,,,20180701130812,20180701135112 ,4107932.0,4151704.0,1250,3,1,1
3065,900511277562,13-5,62-1,99-2,,,12270,42,42,4199455.0,4108034.0,4116920.0,,,,,,,,20180701072431,20180701081040 ,4199455.0,4116734.0,1350,3,1,1
3066,900517115144,13,10,720-1,,,5640,24,24,4107928.0,4116837.0,4116899.0,,,,,,,,20180701163107,20180701171605 ,4107928.0,4116802.0,1250,3,1,1
3068,900149317721,2-1,30,62-1,,,2190,6,6,4116789.0,4179337.0,4108168.0,,,,,,,,20180701171729,20180701175032 ,4116789.0,4108170.0,1250,3,1,1
3071,900496503494,7-1,62-1,720-1,,,9670,37,37,4108031.0,4108034.0,4116895.0,,,,,,,,20180701193115,20180701201904 ,4108031.0,4170105.0,1250,3,1,1
3073,900526768225,720-3,5-1,34,,,6420,12,12,4170407.0,4197606.0,4130131.0,,,,,,,,20180701231256,20180701233344 ,4170407.0,4130136.0,1250,3,1,1
3074,900526768235,88,13-5,34,,,12430,41,41,4122214.0,4108109.0,4108044.0,,,,,,,,20180701195630,20180701204518 ,4122214.0,4108009.0,1350,3,1,1
3076,900471591742,64,34,11-1,,,7700,23,23,4170343.0,4108043.0,4116882.0,,,,,,,,20180701115803,20180701122516 ,4170343.0,4116874.0,1250,3,1,1
3078,900457917782,300,99,708,,,7120,16,16,4100101.0,4108037.0,4130121.0,,,,,,,,20180701223023,20180701234438 ,4100101.0,4170392.0,2050,3,1,1
3079,900470947650,62-1,8409,65,,,51930,55,55,4108139.0,4100126.0,4102775.0,,,,,,,,20180701070750,20180701083855 ,4108139.0,4195685.0,3100,3,1,1
3080,900470947706,777,310,112,,,10380,33,33,4100131.0,4196993.0,4108109.0,,,,,,,,20180701210528,20180701214252 ,4100131.0,4117457.0,1350,3,1,1
3085,900493042732,25,301,5,,,15830,32,32,4117385.0,4108092.0,4122214.0,,,,,,,,20180701133058,20180701143252 ,4117385.0,4108111.0,1450,3,1,1
3087,900452912584,13-5,35,38,,,12850,37,37,4108110.0,4116982.0,4130157.0,,,,,,,,20180701201153,20180701211517 ,4108110.0,4117323.0,1350,3,1,1
3088,900462667941,2-1,5,9-1,,,3380,11,11,4160336.0,4170107.0,4116948.0,,,,,,,,20180701231646,20180701235143 ,4160336.0,4108215.0,1250,3,1,1
3090,900492408103,83-1,62-1,66-4,,,5110,24,24,4116760.0,4108069.0,4108071.0,,,,,,,,20180701151954,20180701162455 ,4116760.0,4196993.0,1250,3,1,1
3091,900178187400,15-1,10,66-4,,,13840,41,41,4195701.0,4116873.0,4116836.0,,,,,,,,20180701064400,20180701073418 ,4195701.0,4111867.0,1350,3,1,1
3094,900504797081,62,110,92-1,,,22160,50,50,4195036.0,4195026.0,4105378.0,,,,,,,,20180701183317,20180701194959 ,4195036.0,4108165.0,2050,3,1,1
3099,900501133779,88,62-1,88-1,,,8570,39,39,4116913.0,4170101.0,4116897.0,,,,,,,,20180701150822,20180701161343 ,4116913.0,4116916.0,1250,3,1,1
3100,900501134336,900,310,777,,,16650,56,56,4111926.0,4151750.0,4111926.0,,,,,,,,20180701085714,20180701101854 ,4111926.0,4151749.0,1450,3,1,1
3101,900393040534,83-1,720-1,99,,,3290,12,12,4116930.0,4116895.0,4116899.0,,,,,,,,20180701170708,20180701173032 ,4116930.0,4116807.0,1250,3,1,1
3107,900393841233,88,35,80,,,30450,83,83,4116727.0,4107940.0,4170731.0,,,,,,,,20180701123443,20180701144010 ,4116727.0,4120520.0,1750,3,1,1
3108,900484445912,65,98,13-1,,,5430,21,21,4160291.0,4170101.0,4108053.0,,,,,,,,20180701193905,20180701200821 ,4160291.0,4198877.0,1250,3,1,1
3110,900025439290,101,909,5,,,25090,61,61,4102144.0,4195019.0,4122215.0,,,,,,,,20180701151619,20180701162909 ,4102144.0,4112024.0,2050,3,1,1
3113,900129646636,99-2,92-1,99,,,20280,67,67,4116900.0,4116851.0,4170570.0,,,,,,,,20180701125940,20180701143420 ,4116900.0,4170113.0,1550,3,1,1
3115,900389222400,720-3,3,13,,,12370,36,36,4116927.0,4116893.0,4107936.0,,,,,,,,20180701071857,20180701080741 ,4116927.0,4160256.0,1350,3,1,1
3117,900513837690,720-3,66,37,,,6440,22,22,4179319.0,4116921.0,4111867.0,,,,,,,,20180701165101,20180701173348 ,4179319.0,4111919.0,1250,3,1,1
3125,900507479315,15-1,13-4,720-1,,,6090,23,23,4116760.0,4116836.0,4116899.0,,,,,,,,20180701113856,20180701125246 ,4116760.0,4170105.0,1250,3,1,1
3127,900484075443,720-2,909,99,,,17780,40,40,4108069.0,4122215.0,4105306.0,,,,,,,,20180701104524,20180701113243 ,4108069.0,4105288.0,2050,3,1,1
3131,900490500693,1-1,900,101,,,18590,46,46,4199986.0,4100153.0,4109531.0,,,,,,,,20180701085224,20180701095038 ,4199986.0,4107624.0,1450,3,1,1
3134,900484065878,7,20-1,34-1,,,1440,9,9,4116696.0,4100048.0,4170258.0,,,,,,,,20180701131438,20180701134425 ,4116696.0,4100049.0,1250,3,1,1
3136,900473516601,80,13-1,112,,,2770,13,13,4100083.0,4108086.0,4117285.0,,,,,,,,20180701183308,20180701191037 ,4100083.0,4108114.0,1250,3,1,1
3137,900473516854,1001,34-1,8156,,,38700,47,47,4130134.0,4199091.0,4117322.0,,,,,,,,20180701221320,20180701234426 ,4130134.0,4116659.0,1840,3,1,4
3144,900396359434,88-1,720-2,20,,,10610,39,39,4114339.0,4116898.0,4116836.0,,,,,,,,20180701161925,20180701172947 ,4114339.0,4179314.0,1350,3,1,1
3145,900396362565,350,300,720-2,,,18050,61,61,4100437.0,4100610.0,4179223.0,,,,,,,,20180701084953,20180701100328 ,4100437.0,4150162.0,1450,3,1,1
3146,900159178384,5-1,909,101,,,24680,63,63,4108110.0,4116760.0,4195011.0,,,,,,,,20180701155135,20180701170255 ,4108110.0,4102253.0,2050,3,1,1
3147,900525076669,4-1,301,700-2,,,13820,40,40,4116733.0,4108183.0,4170096.0,,,,,,,,20180701102334,20180701110959 ,4116733.0,4116677.0,1350,3,1,1
3148,900525076669,46,5,88,,,12820,31,31,4116678.0,4102820.0,4108130.0,,,,,,,,20180701221435,20180701230601 ,4116678.0,4116732.0,1350,3,1,1
3150,900513366440,99,10-5,63,,,21390,75,75,4170507.0,4116895.0,4116836.0,,,,,,,,20180701125632,20180701143455 ,4170507.0,4130127.0,1550,3,1,1
3156,900513893458,7-1,64,708,,,12420,30,30,4195716.0,4120444.0,4197464.0,,,,,,,,20180701212618,20180701221242 ,4195716.0,4120453.0,950,3,1,4
3157,900175997881,60-1,777,46,,,13960,43,43,4199919.0,4113651.0,4119379.0,,,,,,,,20180701163340,20180701173605 ,4199919.0,4102828.0,2300,3,2,1
3159,900459308994,23,11,13-1,,,14040,28,28,4105307.0,4101882.0,4116962.0,,,,,,,,20180701083009,20180701091211 ,4105307.0,4116964.0,1350,3,1,1
3161,900082519788,777,99,65,,,10660,46,46,4100131.0,4179371.0,4116922.0,,,,,,,,20180701161528,20180701172750 ,4100131.0,4108131.0,1350,3,1,1
3171,900487999373,98,2007,33,,,30510,44,44,4108159.0,4100141.0,4100474.0,,,,,,,,20180701192359,20180701202658 ,4108159.0,4100622.0,2500,3,1,1
3172,900484617092,900,3007,917,,,41240,71,71,4198952.0,4117242.0,4116498.0,,,,,,,,20180701103756,20180701120238 ,4198952.0,4116524.0,2700,3,1,1
3173,900484605094,13-1,310,82-1,,,9320,27,27,4116877.0,4108045.0,4108106.0,,,,,,,,20180701221139,20180701224606 ,4116877.0,4108096.0,1250,3,1,1
3174,900384390564,301,3,10,,,5490,20,20,4103625.0,4103592.0,4101427.0,,,,,,,,20180701055327,20180701061705 ,4103625.0,4116566.0,1250,3,1,1
3176,900488865397,88,37,310,,,4010,15,15,4170101.0,4108069.0,4122214.0,,,,,,,,20180701165526,20180701175015 ,4170101.0,4108102.0,1250,3,1,1
3178,900488865559,712,92-1,34,,,10620,39,39,4117239.0,4170570.0,4108034.0,,,,,,,,20180701155729,20180701164027 ,4117239.0,4116929.0,1350,3,1,1
3180,900488875776,30,2007,32,,,38590,75,75,4179339.0,4100130.0,4150650.0,,,,,,,,20180701132519,20180701150453 ,4179339.0,4117121.0,2600,3,1,1
3181,900488875776,500-1,2007,3,,,39390,74,74,4117121.0,4199895.0,4170096.0,,,,,,,,20180701204559,20180701221754 ,4117121.0,4116789.0,2600,3,1,1
3183,900018363469,6,38,30,,,30500,73,73,4170584.0,4199637.0,4102831.0,,,,,,,,20180701094159,20180701112626 ,4170584.0,4108186.0,1750,3,1,1
3185,900018363469,92-1,38,11,,,30950,70,70,4108185.0,4116982.0,4170637.0,,,,,,,,20180701170316,20180701184159 ,4108185.0,4170887.0,1750,3,1,1
3189,900506814693,62-1,900,5-1,,,24530,92,92,4108036.0,4100127.0,4122214.0,,,,,,,,20180701120554,20180701140212 ,4108036.0,4108038.0,1550,3,1,1
3190,100033803180,82-1,301,400-4,,,7170,23,23,4108108.0,4108092.0,4102820.0,,,,,,,,20180701223806,20180701230644 ,4108108.0,4116810.0,1250,3,1,1
3192,900168156637,88-1,2-1,32,,,4820,12,12,4117068.0,4116760.0,4107932.0,,,,,,,,20180701073029,20180701074358 ,4117068.0,4116837.0,1250,3,1,1
3194,100033777068,20-1,707,720-2,,,34400,99,99,4102101.0,4195060.0,4116760.0,,,,,,,,20180701125617,20180701144855 ,4102101.0,4150136.0,2150,3,1,1
3196,900168094547,13-4,7-1,5,,,8140,25,25,4116965.0,4122214.0,4108109.0,,,,,,,,20180701190541,20180701200257 ,4116965.0,4107668.0,1250,3,1,1
3198,900524504937,25,34-1,5-1,,,11770,24,24,4117386.0,4116692.0,4100048.0,,,,,,,,20180701211057,20180701213944 ,4117386.0,4108007.0,1350,3,1,1
3199,900385917192,125,909,7-1,,,37410,93,93,4170036.0,4116097.0,4122214.0,,,,,,,,20180701110817,20180701131812 ,4170036.0,4108044.0,2250,3,1,1
3202,900524093913,34,2-2,32-3,,,10260,32,32,4116927.0,4116882.0,4116798.0,,,,,,,,20180701154301,20180701162414 ,4116927.0,4113772.0,1350,3,1,1
3203,900194332734,909,92,3,,,15930,33,33,4105302.0,4105378.0,4116825.0,,,,,,,,20180701173329,20180701182440 ,4105302.0,4116788.0,2050,3,1,1
3208,900194334032,9,2007,3,,,32550,51,51,4110220.0,4199895.0,4170096.0,,,,,,,,20180701201320,20180701212639 ,4110220.0,4116792.0,2500,3,1,1
3210,900194353753,5-1,20-1,82-1,,,7680,17,17,4119331.0,4100051.0,4108092.0,,,,,,,,20180701211743,20180701215303 ,4119331.0,4100083.0,1250,3,1,1
3211,900387228098,112,92-1,15-1,,,17750,72,72,4116745.0,4116845.0,4108044.0,,,,,,,,20180701165921,20180701183814 ,4116745.0,4170943.0,1450,3,1,1
3214,100500797040,13-5,110,23,,,22320,47,47,4108041.0,4122215.0,4105270.0,,,,,,,,20180701221041,20180701231146 ,4108041.0,4105262.0,2050,3,1,1
3216,900521033785,3,7770,1500-2,,,28620,48,48,4116787.0,4100116.0,4116659.0,,,,,,,,20180701131318,20180701141536 ,4116787.0,4121340.0,2400,3,1,1
3217,900518296265,20-1,98,3000,,,32220,52,52,4117253.0,4108071.0,4170099.0,,,,,,,,20180701073359,20180701083336 ,4117253.0,4116657.0,2500,3,1,1
3219,900165125474,700-2,65,13,,,3480,13,13,4107940.0,4170100.0,4107935.0,,,,,,,,20180701110433,20180701112616 ,4107940.0,4170093.0,1250,3,1,1
3220,100073846897,7-1,300,8,,,10770,26,26,4107953.0,4100121.0,4103671.0,,,,,,,,20180701161124,20180701171506 ,4107953.0,4103665.0,2050,3,1,1
3221,100073847094,34-1,65,11,,,8200,30,30,4101560.0,4101526.0,4170099.0,,,,,,,,20180701125841,20180701133318 ,4101560.0,4107945.0,1250,3,1,1
3227,900362467662,60,17-1,720-2,,,15530,52,52,4100419.0,4170123.0,4100576.0,,,,,,,,20180701130736,20180701142546 ,4100419.0,4179196.0,1450,3,1,1
3228,900167947419,300,720-1,50,,,11660,23,23,4112205.0,4100609.0,4100607.0,,,,,,,,20180701143021,20180701151741 ,4112205.0,4100599.0,1350,3,1,1
3229,900155644146,301,66-4,66,,,21410,53,53,4100048.0,4100116.0,4116897.0,,,,,,,,20180701220146,20180701230350 ,4100048.0,4111864.0,1550,3,1,1
3234,900115741043,701,301,92,,,11960,27,27,4151723.0,4100048.0,4170093.0,,,,,,,,20180701192008,20180701195412 ,4151723.0,4105380.0,1350,3,1,1
3236,900018153355,13-4,62-1,65,,,9580,35,35,4114339.0,4170102.0,4108130.0,,,,,,,,20180701210701,20180701214639 ,4114339.0,4108137.0,1250,3,1,1
3237,900019156933,64,301,65,,,6420,20,20,4116816.0,4108130.0,4108146.0,,,,,,,,20180701084923,20180701091816 ,4116816.0,4108146.0,1250,3,1,1
3241,900471124081,13,900,82-1,,,13750,34,34,4160231.0,4107942.0,4108109.0,,,,,,,,20180701091315,20180701095359 ,4160231.0,4116999.0,950,3,1,4
