,seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no,정류소명,표준정류장ID,WGS84위도,WGS84경도,관할관청,이비카드정류장ID
22180,153909,241205014,77,3,발안삼거리.바다마트,233001371,37273.0,발안삼거리.바다마트,233001371.0,37.1356167,126.9113,경기도 화성시,4130356.0
22181,153910,241205014,77,4,KEB하나은행발안지점,233001934,37940.0,KEB하나은행발안지점,233001934.0,37.1333667,126.9107833,경기도 화성시,4198442.0
22182,153911,241205014,77,5,발안초등학교,233000632,37464.0,발안초등학교,233000632.0,37.1310333,126.9121667,경기도 화성시,4170805.0
22183,153912,241205014,77,6,향남읍행정복지센터,233001023,37289.0,향남읍사무소,233001023.0,37.1315333,126.91975,경기도 화성시,4130349.0
22185,153914,241205014,77,8,에일린의뜰,233002103,55084.0,에일린의뜰,233002103.0,37.1278667,126.9206167,경기도 화성시,4170819.0
22188,153917,241205014,77,11,향남주공1.2단지,233002411,55286.0,향남주공1.2단지,233002411.0,37.1188167,126.91585,경기도 화성시,4120516.0
22190,153919,241205014,77,13,향남부영3단지,233002413,55288.0,향남부영3단지,233002413.0,37.11895,126.9115833,경기도 화성시,4120518.0
22191,153920,241205014,77,14,향남부영7.롯데씨네마,233002414,55289.0,향남부영7.롯데씨네마,233002414.0,37.1143167,126.91105,경기도 화성시,4102923.0
22192,153921,241205014,77,15,향남모아8단지,233002478,55319.0,향남모아8단지,233002478.0,37.11335,126.91445,경기도 화성시,4120520.0
22194,153923,241205014,77,17,양석골,233001107,37306.0,양석골,233001107.0,37.1106667,126.93026670000002,경기도 화성시,4130278.0
22195,153924,241205014,77,18,상두1리,233001204,37315.0,상두1리,233001204.0,37.106,126.94476670000002,경기도 화성시,4130297.0
22196,153925,241205014,77,19,상두1리,233001327,37507.0,상두1리,233001327.0,37.1057,126.9513667,경기도 화성시,4170879.0
22199,153928,241205014,77,22,백토2리,233001207,37517.0,백토2리,233001207.0,37.11945,126.9556,경기도 화성시,4170865.0
22200,153929,241205014,77,23,요리공단,233000012,37378.0,요리공단,233000012.0,37.1166333,126.96141670000002,경기도 화성시,4197428.0
22201,153930,241205014,77,24,요꼴마을회관,233000011,37380.0,요꼴마을회관,233000011.0,37.10925,126.9673,경기도 화성시,4197430.0
22202,153931,241205014,77,25,요꼴,233000133,36429.0,요꼴,233000133.0,37.1032833,126.9631167,경기도 화성시,4120452.0
22203,153932,241205014,77,26,요리,233001240,37569.0,요리,233001240.0,37.1093,126.9674,경기도 화성시,4171004.0
22204,153933,241205014,77,27,요리공단,233001210,37379.0,요리공단,233001210.0,37.1166,126.9616,경기도 화성시,4197429.0
22205,153934,241205014,77,28,길성리,233001324,37376.0,길성리,233001324.0,37.1215667,126.9620833,경기도 화성시,4197426.0
22206,153935,241205014,77,29,백토2리,233001207,37517.0,백토2리,233001207.0,37.11945,126.9556,경기도 화성시,4170865.0
22207,153936,241205014,77,30,현대공조,233001241,36833.0,현대공조,233001241.0,37.1177667,126.95591670000002,경기도 화성시,4170424.0
22208,153937,241205014,77,31,상두1리,233001326,36949.0,상두1리,233001326.0,37.1058667,126.9512,경기도 화성시,4170655.0
22209,153938,241205014,77,32,상두1리,233001205,37314.0,상두1리,233001205.0,37.10605,126.94475,경기도 화성시,4130296.0
22210,153939,241205014,77,33,양석골,233001106,37307.0,양석골,233001106.0,37.11075,126.9303833,경기도 화성시,4130277.0
22211,153940,241205014,77,34,향남부영9단지,233002406,55282.0,향남부영9단지,233002406.0,37.1137,126.9193,경기도 화성시,4120507.0
22213,153942,241205014,77,36,롯데씨네마.향남부영7,233002504,55381.0,롯데씨네마.향남부영7,233002504.0,37.11456670000001,126.9108667,경기도 화성시,4120519.0
22218,153947,241205014,77,41,신영지웰,233002104,55080.0,신영지웰,233002104.0,37.1278,126.9210167,경기도 화성시,4151555.0
22220,153949,241205014,77,43,향남읍행정복지센터,233000633,37288.0,향남읍사무소,233000633.0,37.1317667,126.91915,경기도 화성시,4130350.0
22221,153950,241205014,77,44,화성중앙병원.발안초등학교,233001026,37269.0,화성중앙병원.발안초등학교,233001026.0,37.1311833,126.9115,경기도 화성시,4130354.0
22222,153951,241205014,77,45,발안사거리.평리,233001565,37625.0,발안사거리.평리,233001565.0,37.1314667,126.91048329999998,경기도 화성시,4198939.0
22223,153952,241205014,77,46,발안삼거리.바다마트,233001558,37270.0,발안삼거리.바다마트,233001558.0,37.1359167,126.91095,경기도 화성시,4130357.0
22224,153953,241205014,77,47,화성중고등학교,233000924,37256.0,화성중고등학교,233000924.0,37.1379333,126.90605,경기도 화성시,4130358.0
22226,153955,241205015,78,2,화성중고등학교,233000526,37255.0,화성중고등학교,233000526.0,37.1380333,126.9054833,경기도 화성시,4130359.0
22227,153956,241205015,78,3,발안삼거리.바다마트,233001371,37273.0,발안삼거리.바다마트,233001371.0,37.1356167,126.9113,경기도 화성시,4130356.0
22228,153957,241205015,78,4,KEB하나은행발안지점,233001934,37940.0,KEB하나은행발안지점,233001934.0,37.1333667,126.9107833,경기도 화성시,4198442.0
22229,153958,241205015,78,5,발안초등학교,233000632,37464.0,발안초등학교,233000632.0,37.1310333,126.9121667,경기도 화성시,4170805.0
22230,153959,241205015,78,6,향남읍행정복지센터,233001023,37289.0,향남읍사무소,233001023.0,37.1315333,126.91975,경기도 화성시,4130349.0
22232,153961,241205015,78,8,에일린의뜰,233002103,55084.0,에일린의뜰,233002103.0,37.1278667,126.9206167,경기도 화성시,4170819.0
22235,153964,241205015,78,11,향남주공1.2단지,233002411,55286.0,향남주공1.2단지,233002411.0,37.1188167,126.91585,경기도 화성시,4120516.0
22237,153966,241205015,78,13,향남부영3단지,233002413,55288.0,향남부영3단지,233002413.0,37.11895,126.9115833,경기도 화성시,4120518.0
22238,153967,241205015,78,14,향남부영7.롯데씨네마,233002414,55289.0,향남부영7.롯데씨네마,233002414.0,37.1143167,126.91105,경기도 화성시,4102923.0
22239,153968,241205015,78,15,향남모아8단지,233002478,55319.0,향남모아8단지,233002478.0,37.11335,126.91445,경기도 화성시,4120520.0
22241,153970,241205015,78,17,향남부영10.11단지,233002409,24434.0,향남부영10.11단지,233002409.0,37.11051670000001,126.91965,경기도 화성시,4119830.0
22242,153971,241205015,78,18,양석골,233001107,37306.0,양석골,233001107.0,37.1106667,126.93026670000002,경기도 화성시,4130278.0
22244,153973,241205015,78,20,대양1리.포도원,233000616,36087.0,대양1리.포도원,233000616.0,37.1007167,126.9373667,경기도 화성시,4130276.0
22245,153974,241205015,78,21,상두리입구,233001105,36094.0,상두리입구,233001105.0,37.09745,126.9390667,경기도 화성시,4130289.0
22246,153975,241205015,78,22,대양1리,233000006,36093.0,대양1리,233000006.0,37.0955667,126.9393167,경기도 화성시,4130274.0
22247,153976,241205015,78,23,대양4리,233000005,36105.0,대양4리,233000005.0,37.0902833,126.9419667,경기도 화성시,4130272.0
22248,153977,241205015,78,24,동양콘크리트입구,233001831,37871.0,동양콘크리트입구,233001831.0,37.0889,126.93238329999998,경기도 화성시,4199465.0
22249,153978,241205015,78,25,대양3리마을회관,233001950,55408.0,대양3리마을회관,233001950.0,37.0866667,126.9296,경기도 화성시,4107806.0
22251,153980,241205015,78,27,대양2리,233001948,55219.0,대양2리,233001948.0,37.0878,126.95035,경기도 화성시,4120176.0
22252,153981,241205015,78,28,대양2리,233000004,36108.0,대양2리,233000004.0,37.0864167,126.9424833,경기도 화성시,4130270.0
22253,153982,241205015,78,29,신왕리,233001100,36778.0,신왕리,233001100.0,37.0833333,126.9442167,경기도 화성시,4170309.0
22254,153983,241205015,78,30,양감보건소,233001824,37794.0,양감보건소,233001824.0,37.0817667,126.945,경기도 화성시,4130268.0
22255,153984,241205015,78,31,요당리,233001446,36969.0,요당리,233001446.0,37.0683833,126.9365667,경기도 화성시,4170680.0
22256,153985,241205015,78,32,요당성지,233001826,37866.0,요당성지,233001826.0,37.06805,126.93075,경기도 화성시,9199458.0
22257,153986,241205015,78,33,충만주유소,233001830,37870.0,충만주유소,233001830.0,37.0796167,126.94271670000002,경기도 화성시,4199464.0
22260,153989,241205015,78,36,신왕리,233001791,37855.0,신왕리,233001791.0,37.0749167,126.94513329999998,경기도 화성시,4199442.0
22261,153990,241205015,78,37,요당성지,233001826,37866.0,요당성지,233001826.0,37.06805,126.93075,경기도 화성시,9199458.0
22262,153991,241205015,78,38,충만주유소,233001830,37870.0,충만주유소,233001830.0,37.0796167,126.94271670000002,경기도 화성시,4199464.0
22263,153992,241205015,78,39,양감면행정복지센터,233001101,36777.0,양감면사무소,233001101.0,37.0817833,126.94513329999998,경기도 화성시,4170310.0
22264,153993,241205015,78,40,대양2리,233001948,55219.0,대양2리,233001948.0,37.0878,126.95035,경기도 화성시,4120176.0
22265,153994,241205015,78,41,동양콘크리트입구,233001831,37871.0,동양콘크리트입구,233001831.0,37.0889,126.93238329999998,경기도 화성시,4199465.0
22267,153996,241205015,78,43,대양4리,233001102,36106.0,대양4리,233001102.0,37.0903,126.9421,경기도 화성시,4130271.0
22268,153997,241205015,78,44,대양1리,233001103,36096.0,대양1리,233001103.0,37.09545,126.9394167,경기도 화성시,4130273.0
22269,153998,241205015,78,45,상두리입구,233001104,36098.0,상두리입구,233001104.0,37.0974833,126.9392,경기도 화성시,4130288.0
22270,153999,241205015,78,46,대양1리.포도원,233000620,36088.0,대양1리.포도원,233000620.0,37.1008833,126.93746670000002,경기도 화성시,4130275.0
22271,154000,241205015,78,47,상두리맹산,233002379,55260.0,상두리맹산,233002379.0,37.1058,126.9351833,경기도 화성시,4115289.0
22272,154001,241205015,78,48,양석골,233001106,37307.0,양석골,233001106.0,37.11075,126.9303833,경기도 화성시,4130277.0
22277,154006,241205015,78,53,롯데씨네마.향남부영7,233002504,55381.0,롯데씨네마.향남부영7,233002504.0,37.11456670000001,126.9108667,경기도 화성시,4120519.0
22282,154011,241205015,78,58,신영지웰,233002104,55080.0,신영지웰,233002104.0,37.1278,126.9210167,경기도 화성시,4151555.0
22284,154013,241205015,78,60,향남읍행정복지센터,233000633,37288.0,향남읍사무소,233000633.0,37.1317667,126.91915,경기도 화성시,4130350.0
22285,154014,241205015,78,61,화성중앙병원.발안초등학교,233001026,37269.0,화성중앙병원.발안초등학교,233001026.0,37.1311833,126.9115,경기도 화성시,4130354.0
22286,154015,241205015,78,62,발안사거리.평리,233001565,37625.0,발안사거리.평리,233001565.0,37.1314667,126.91048329999998,경기도 화성시,4198939.0
22287,154016,241205015,78,63,발안삼거리.바다마트,233001558,37270.0,발안삼거리.바다마트,233001558.0,37.1359167,126.91095,경기도 화성시,4130357.0
22288,154017,241205015,78,64,화성중고등학교,233000924,37256.0,화성중고등학교,233000924.0,37.1379333,126.90605,경기도 화성시,4130358.0
22292,154021,241205016,79,4,롯데씨네마.향남부영7,233002504,55381.0,롯데씨네마.향남부영7,233002504.0,37.11456670000001,126.9108667,경기도 화성시,4120519.0
22297,154026,241205016,79,9,신영지웰,233002104,55080.0,신영지웰,233002104.0,37.1278,126.9210167,경기도 화성시,4151555.0
22299,154028,241205016,79,11,향남읍행정복지센터,233000633,37288.0,향남읍사무소,233000633.0,37.1317667,126.91915,경기도 화성시,4130350.0
22300,154029,241205016,79,12,화성중앙병원.발안초등학교,233001026,37269.0,화성중앙병원.발안초등학교,233001026.0,37.1311833,126.9115,경기도 화성시,4130354.0
22301,154030,241205016,79,13,발안사거리.평리,233001565,37625.0,발안사거리.평리,233001565.0,37.1314667,126.91048329999998,경기도 화성시,4198939.0
22302,154031,241205016,79,14,발안삼거리,233001864,37912.0,발안삼거리,233001864.0,37.1347667,126.91145,경기도 화성시,4199637.0
22304,154033,241205016,79,16,향남홈플러스,233002326,55151.0,향남홈플러스,233002326.0,37.1313667,126.92235,경기도 화성시,4170841.0
22305,154034,241205016,79,17,대방노블랜드,233001957,37958.0,대방노블랜드,233001957.0,37.13095,126.9251833,경기도 화성시,4105650.0
22306,154035,241205016,79,18,행정리,233002242,55129.0,행정리,233002242.0,37.1306667,126.92816670000002,경기도 화성시,4170715.0
22307,154036,241205016,79,19,백토리상공회의소,233001711,37689.0,백토리상공회의소,233001711.0,37.1305333,126.9304,경기도 화성시,4130348.0
22309,154038,241205016,79,21,안골목장,233001951,37980.0,안골목장,233001951.0,37.1226833,126.9394167,경기도 화성시,4198445.0
22310,154039,241205016,79,22,향남초등학교,233001239,36800.0,향남초등학교,233001239.0,37.1187833,126.94223329999998,경기도 화성시,4170359.0
22311,154040,241205016,79,23,백토리사거리,233000623,36748.0,백토리사거리,233000623.0,37.1176,126.9438167,경기도 화성시,4170250.0
22313,154042,241205016,79,25,양석골,233001107,37306.0,양석골,233001107.0,37.1106667,126.93026670000002,경기도 화성시,4130278.0
22315,154044,241205016,79,27,대양1리.포도원,233000616,36087.0,대양1리.포도원,233000616.0,37.1007167,126.9373667,경기도 화성시,4130276.0
22316,154045,241205016,79,28,상두리입구,233001105,36094.0,상두리입구,233001105.0,37.09745,126.9390667,경기도 화성시,4130289.0
22317,154046,241205016,79,29,대양1리,233000006,36093.0,대양1리,233000006.0,37.0955667,126.9393167,경기도 화성시,4130274.0
22318,154047,241205016,79,30,대양4리,233000005,36105.0,대양4리,233000005.0,37.0902833,126.9419667,경기도 화성시,4130272.0
22319,154048,241205016,79,31,대양2리,233000004,36108.0,대양2리,233000004.0,37.0864167,126.9424833,경기도 화성시,4130270.0
22320,154049,241205016,79,32,신왕리,233001100,36778.0,신왕리,233001100.0,37.0833333,126.9442167,경기도 화성시,4170309.0
22321,154050,241205016,79,33,양감보건소,233001824,37794.0,양감보건소,233001824.0,37.0817667,126.945,경기도 화성시,4130268.0
22322,154051,241205016,79,34,양감농협,233000023,36121.0,양감농협,233000023.0,37.08105,126.94695,경기도 화성시,4130266.0
22323,154052,241205016,79,35,양감초중교,233001792,37987.0,양감초중교,233001792.0,37.0807167,126.9504667,경기도 화성시,4107878.0
22324,154053,241205016,79,36,양감초등학교.중학교,233001099,36126.0,양감초등학교.중학교,233001099.0,37.08005,126.9522667,경기도 화성시,4130264.0
22325,154054,241205016,79,37,독줄입구,233000022,36132.0,독줄입구,233000022.0,37.0778833,126.95375,경기도 화성시,4130262.0
22326,154055,241205016,79,38,신왕공단,233001096,36145.0,신왕공단,233001096.0,37.0768167,126.9607,경기도 화성시,4130259.0
22327,154056,241205016,79,39,솔안고개,233001094,36150.0,솔안고개,233001094.0,37.07535,126.9637167,경기도 화성시,4130258.0
22328,154057,241205016,79,40,솔안,233001183,37596.0,솔안,233001183.0,37.07655,126.96908329999998,경기도 화성시,4171010.0
22329,154058,241205016,79,41,용소2리,233001989,37963.0,용소2리,233001989.0,37.07261670000001,126.97688329999998,경기도 화성시,9106124.0
22330,154059,241205016,79,42,용소3리,233000020,36162.0,용소3리,233000020.0,37.0793167,126.97041670000002,경기도 화성시,4130253.0
22332,154061,241205016,79,44,사창4리,233000019,36170.0,사창4리,233000019.0,37.0892167,126.9718667,경기도 화성시,4130249.0
