정류소명,no
동남아파트.세평지하도입구,45
수지지역난방공사,144
서천마을입구,386
송내역남부(광역버스),25
보바스병원,11
오성면사무소,1
정평중학교.공무원아파트.상록아파트6단지,515
야탑역.종합버스터미널(후면),63
야탑고교.예비군훈련장,63
보훈원복지타운.보훈요양원,18
동탄역.포스코,115
큰말입구,4
능안,1
상록중학교.본오동,92
송산리입구.부처내고개,2
대원동주민센터.원일초등학교,90
수청주공아파트,108
송탄문예회관,23
홈플러스.시외버스터미널,2
우남퍼스트빌,23
부안중학교,8
모아포스코아파트,271
이케아.롯데아울렛광명점,19
이매촌한신.서현역.AK프라자,45
새강주공휴먼시아,84
불암산영업소,16
군자시장,63
견산2리,35
원영화남아파트,68
수청주공아파트,2
수원과학대학,116
대우자동차,1
호반3차.신리고,292
삼성아파트.현대모닝싸이드아파트,200
수정한양아파트,18
구성동주민센터.삼성래미안2차,68
한솔아파트.한림도서관,55
모현농협능원지점,6
서현중학교,24
청계농협,5
꽃동네입구,1
황계동입구,6
느티나무앞,1
분당요한성당,12
남양읍주민센터,148
수원KT위즈파크.수원종합운동장,160
새마을금고,13
국민체육센터,125
목련마을한신아파트,1
새마을주택,16
남양뉴타운,105
양산제일교회,72
용인운전면허시험장,11
삼가동.궁촌,21
마도유통상가앞,1
유림동.방축,29
고색동태산아파트.도로교통관리사업소,84
흥덕13단지.경남아너스빌.이영미술관,8
호매실,67
하광교,52
서양촌,1
비산사거리.이마트,35
한양대입구,80
부곡중앙로,24
하마산가게,7
굴다리앞,33
창우마을,3
노루페인트.대림한숲아파트,19
반도유보라후문,43
백1리,2
한전,19
골사그네,33
동탄2파출소.농협,141
구리영업소,21
비봉중고등학교,104
도당사거리.북중학교,6
선부주공9단지,5
남양육리.남양1동,26
광교대광로제비앙,7
월드마트,47
운중동먹거리촌,8
호동초등학교,25
농심,4
권선구청,101
청목초.신안1차,83
LG아파트후문,7
가수동주공아파트,285
너더리육교,14
광교중앙역.광교고등학교,75
벌말육교,66
대덕사,33
동강프라자앞,32
분당서현청소년수련관,37
성남금융고.중탑초교,166
상광교마을회관,27
갈곶리삼거리(경유),24
빼골,39
초당초등학교입구,11
주공휴먼시아후문,76
판교역.낙생육교.현대백화점,34
황산,11
가천대,38
금천마을,16
경남아너스빌,1
풍림상가,39
경기도박물관.금화마을입구,26
신흥시장.수정보건소.보훈회관,31
운중동주민센터,22
노인요양원,1
초지고,2
범데미.갈매더샵,1
신봉센트레빌1단지,63
경기도청북부청사,7
원평,31
정승마을앞,9
한신아파트.현대아파트,1
롯데씨네마.향남부영7,33
죽미고개.내삼미동,40
충무주공아파트,5
장암역.석림사입구,15
대동문고,46
송내역B,15
안산문화예술의전당,44
영화아파트,3
K-6구정문,9
남교회,12
시화공고사거리,15
덕암초등학교,1
동백소방서.동일하이빌.롯데캐슬,47
금화마을4단지,82
삼성DigitalCity홍보관,207
e편한세상아파트,79
서천마을1단지,103
동탄고등학교,127
경기도청오거리,113
롯데백화점.수내역,47
죽미마을8단지,157
민들레베스파트.우성고,14
인덕원역4호선,113
우림.대한아파트,296
흥덕마을14단지앞,5
북양1통.봉림사,52
연무시장입구,278
안녕11통,75
내정중학교.한솔4.5단지,3
당정지하차도,18
광명사거리역,9
모현농협능원지점,5
내리사거리,1
수원지방법원,65
중앙공원.샛별마을우방아파트,109
각골운동장,79
새터말,40
오일리,6
두산신일아파트,275
중흥S클래스,4
리더스하임8단지후문,3
KTX광명역7번출구,15
의왕보건소,23
세교1동,76
금정역.서진산업,20
이목동차고지,48
수지구청.삼성진산A,221
갈현동부대,2
효성아파트정문,120
부천정보산업고교,2
신길고등학교,11
칠보입구,15
서현고등학교,64
평택역.AKPLAZA,63
서울병원,1
내리교회,6
귀인중학교,14
서수원자이아파트,199
신남4통,24
우편집중국,13
두산위브제니스,53
석포1리(돌서지),2
산본시장사거리,25
흥덕지구1.2단지앞,41
퇴촌농협,2
하우스디더레이크.우미린,101
입북동주민센터,116
대우아파트.KT동안양지점.평촌동주민센터,1
포스코정문앞,18
영조아파트.푸르지오아파트,3
벽산상가.2001아울렛,114
현진에버빌아파트,11
수성교.소방서,91
호반3차.한신아파트,2
신명아파트.손곡초등학교,37
청와연립,9
경일관광경영고등학교,3
반월연립,40
더샵프라임뷰아파트,15
광교호수공원.스텝파크,16
문학주유소,6
삼리.킴스빌리지.현진에버빌아파트,8
구운사거리.농수산물유통센터,68
SK플래닛.판교디지털센터,80
어천저수지,13
코오롱하늘채(아),2
래미안위례.위례고운초등학교앞,13
당동우체국,19
고잔초등학교,4
오산대역,81
초원한양아파트,25
삼성1차아파트,129
갈평입구,6
동막초등학교.호수마을계룡리슈빌.어울림,58
삼동종점,4
고천체육공원,5
박달우성아파트,35
안양국제유통단지.홈플러스,120
보라초등학교,29
경기도문화의전당.두산위브아파트,112
안양여중고.안양성결교회,27
세류1동주민센터입구,165
화랑공원동편,14
영통아이파크캐슬1단지,45
농림축산검역본부,27
복사골문화센터.한아름마을,4
반월역앞,98
나산초등학교,34
삼호아파트,19
광교해모로아파트,10
오산역.오산터미널,95
등기소.법원,194
전승아파트,49
보정역.보정고등학교.동아솔레시티,119
평생학습원.중앙도서관,16
만의사.마을회관,65
문화아파트,20
성복자이2차아파트.대원사,44
왕사성,7
영스포렉스,2
백현마을9단지,5
마을회관,9
한가람삼성아파트,12
벌말육교,11
북양1통.염티고개,51
권선자이.e편한세상,33
하안주공8.13단지,15
청덕중고교.지식산업센터,45
동백중학교,3
경기대명고등학교,34
가천대역.가천대학교,30
화성중고등학교,63
서안양우체국.국제나은병원,68
삼익3차아파트,32
덕고개사거리,6
송탄제일중고등학교,21
통미마을대안사앞,23
발안산업단지,19
방교초.레이크자이더테라스,65
서둔동주민센터,77
별내동주민센터입구.우미린아파트,2
구리영업소,22
롯데첨단소재,59
문촌마을(중),5
영통구보건소.수원체육문화센터,173
푸르지오2차아파트,44
중앙시장,48
민속마을.쌍용아파트,18
테크노파크.아파트동,54
상2리,5
부곡중앙초등학교입구,1
광교오드카운티,186
신구대학,31
신한미지엔아파트앞,112
구성사거리,151
국립축산과학원,17
도촌동9단지앞,8
풍림아파트입구,87
팔곡주유소건너편,73
기흥역5번출구,93
광교역.광교대학로,12
광교한양수자인.호반가든하임,97
죽전1동주민센터.홈타운입구,9
광교중학교.대림e편한세상,52
일산동구청(중),16
성곡치안센터입구,2
느티나무,7
경인교육대후문,46
삼립식품,2
금광시장.삼익아파트,31
한국농수산대학,140
반월농협,28
한보라마을2단지,11
서천고등학교,79
대주피오레2단지,33
교통공원,33
보정동카페거리.죽현마을,175
용동중학교,9
서수지IC입구,10
발안사거리.평리,29
신촌동앞,3
노작마을,62
인덕원역4호선,91
낙생고등학교,9
광교한양수자인.호반가든하임,5
한마음선원.관악역이안아파트,11
명학초교,9
동성.현대아파트,8
연현중학교,1
건영1차아파트,1
성남동성당,2
선경아파트,65
석포1리(한절),2
향촌현대아파트,55
삼성휴먼센터,31
경기도여성능력개발센터,88
고촌,6
평택지제역,56
평택패션상설타운,10
하안주공513동앞,2
남양성지,30
매화마을주공4단지,20
천리신미주아파트,3
도촌3단지,14
안산시청,84
대명각,3
산업단지3단지입구,35
중앙저수지.성광주유소,18
모란역,67
롯데캐슬1.2단지,12
매화마을사거리.주택단지,2
경기자동차과학고교,2
흥덕마을6.7단지,55
하북4리.사리고가,80
구포리,12
파장동북부버스차고지(경유),19
조원2동주민센터,66
군포문화예술회관,18
제기리구주제약,22
우성상가,8
호수부영3차.우미린2차,169
미사강변더샵리버포레.7.8단지,2
진우아파트,51
광교웰빙타운.열림공원,19
권선현대아파트,49
장곡고등학교.숲속마을,1
상현고등학교,42
제일공원앞,17
수진역.성호시장.성일중고입구,31
10단지,4
푸르지오5차,11
우남퍼스트빌,3
흥덕13단지.경남아너스빌.이영미술관,17
중앙도서관,3
월드반도,54
하안주공8.13단지,2
도촌2단지.근로복지공단,19
왕재고개,47
주내삼거리.파주삼거리,1
동방학교,7
진위고등학교,16
안양1번가.안양역,21
천천리일광사,104
천천리검문소,29
소화초등학교,86
금정역,29
등기소,16
태재고개,29
광교차고지,40
제일아파트.현대아파트.중원도서관,17
타래치길,17
헬스케어혁신파크.가스공사,154
한세대학교,21
국은교앞,3
단국대.치과병원,2
청요리,21
현충탑입구.철산종합사회복지관,4
그린빌12단지.호수마을아파트,2
남촌.오산농협,29
인정아파트,34
향남고등학교,121
현대아파트,13
스마트스퀘어체육공원,25
일월도서관.청구아파트후문,79
백현마을2단지,5
이목동차고지.이목동입구,185
장지리,15
제일공원앞,5
의정부역.농협앞,8
아름마을,18
현대모닝사이드2차후문,32
능평리회전교차로,15
성복아이파크,17
극동아파트,4
KT수지지사.물류센터,44
주공5단지,43
팔탄입구,59
매화마을1단지,7
운중동푸르지오하임,1
성남시운중도서관,15
밤꽃사거리,121
시민회관.운동장,5
시흥동농협창고,5
시티병원,32
창말입구.대주,35
장미마을.동부코오롱아파트,2
야탑사거리,47
동화휴먼시아1단지,20
길성리,14
보훈교육원,28
삼성반도체중문,218
원곡초등학교,3
부흥동주민센터,4
분당도서관.계원예고.이마트,53
구성지구입구,17
삼성전자후문,207
마도교차로,8
안화초교.주공8.9단지,174
물푸레마을4.6단지,39
효성아파트,3
조암터미널,21
구포리,35
위례힐스테이트정문,5
한신.길훈아파트,65
사기막골,4
순복음교회,2
금곡동강남아파트,27
장덕동(경유),9
덕고개사거리,30
동문태영아파트,1
상동역3번출구.홈플러스상동점,5
대주피오레1단지,39
구성초교.구성파출소,41
갈천마을,40
부곡동주민센터,3
부천역북부(기점),13
임광아파트정문.효자촌입구.분당중앙교회,13
산업단지중앙로,125
서정동주민센터,16
와동체육공원,29
안산역,18
그린빌리지,4
중앙동주민센터,6
명학대교.안양자동차매매단지,6
본오동우체국건너편,62
약수터주유소,14
산성지역아동센터,5
천보중학교.금오주공그린빌아파트,1
부곡초교,28
분당구청입구.수내교,5
법원검찰청.평촌역,27
운중중학교,19
유라코퍼레이션.SK케미칼,105
효행초등학교,74
우성고등학교,5
수원지방법원,41
신풍초등학교.자연앤자이,58
대부동주민센터,2
오포베르빌아파트,4
광교휴먼시아32단지,10
점촌,18
소하초중고등학교,15
광명사거리역.한진아파트,26
상동역7번출구.세이브존,9
보라중학교,40
성남종합운동장,27
하나은행연수원,11
래미안메가트리아1단지,13
도담마을아이파크.죽전휴먼빌,21
동성1차아파트.죽전패션타운,225
동부아파트,28
용인.매산리,14
의왕청계영업소,45
금화마을3단지,27
세종그랑시아.한성1차아파트,6
하저리마을회관,24
상률초교,11
KT파주지사.보훈회관,1
경기광주역,43
(구)오산경찰서.화성경찰서,117
송호고사거리,25
정남행정복합센터,45
대원여객,2
광교2동주민센터,38
서원호텔입구,60
기사촌사거리,7
목련신동아아파트,8
미평리,1
한양아파트,7
인정프린스아파트.구금곡역,6
용수말,2
궁평항,66
전승아파트,4
우미아파트,4
망포고등학교,235
송곡리입구,20
기산베스트빌,12
보라마을삼성래미안,31
농서동(경유),2
연원마을.LG.벽산아파트,148
성호공원앞,1
농수산물관리동,2
모아미래도.KCC스위첸,34
화성오산교육청,6
성호공원앞,33
종합운동장,11
성복자이2차아파트.대원사,9
오전초등학교.동백아파트,11
부곡2단지아파트후문,3
중앙역앞,20
병점역,82
글로벌도서관.신안아파트,24
서홍마을.효성화운트빌.우남아파트,19
두산아파트,2
요리,1
안양남초등학교,5
동부중.남한고,1
성원아파트,34
영동빌라,32
아이파크정문,114
유한대학교,2
지지대교차로,15
신갈고등학교,45
송탄클래시아,9
샘터3단지.고양시교통정보센터,1
대지초교.금강플라자,86
만석공원.중부경찰서,41
상기2리입구,16
15단지후문앞,2
1단지.세마동,17
사창4리,2
효행초등학교,62
둔전역.인정멜로디아파트,8
수리산역,4
상록수역앞,92
샤니후문,6
중원구청,5
서울정형외과,36
하안소방파출소,19
신일해피트리아파트,47
송산1리,5
향남부영7.롯데씨네마,16
건업리,1
대지중학교,20
평촌역,68
갈천다리,45
고매파출소,134
H스퀘어,98
회룡역,24
중앙지구대,66
한국선진학교,8
물푸레마을2.5단지,32
경찰대사거리,6
현대상가,8
방교리,84
임광아파트.야외음악당,60
진위면롯데제과,79
청요3리마을회관,6
대광아파트,30
군포초등학교,10
중부경찰서,11
성남금융고.중탑초교,63
상대원고개,11
시화공고사거리,1
유림동주민센터,2
기산삼거리,82
정남농협,48
야탑역.종합버스터미널(전면),100
부림마을,10
정남행정복합센터,20
선한사마리아원,4
파발교.최영일산부인과,9
도촌초등학교.도촌종합사회복지관,27
주공휴먼시아후문,27
산들대림아파트.롯데마트,1
수원버스터미널,20
인성마을.현대아파트,38
롯데캐슬1.2단지,6
대림.LG.힐스테이트아파트(중),30
수내중학교,8
성남외고입구,9
고골입구,1
가장동,1
진양테크,1
호계도서관,23
한일아파트.삼봉마을,22
남산공단입구,44
레이크사이드골프장,14
먹자거리,23
청소년수련관,1
전원아파트.한라녹턴아파트,65
보건소.공설운동장,24
양귀리,1
세종초등학교.예일아파트,1
선일초등학교,6
원곡고교,3
진우아파트,119
안성종합버스터미널,3
삼동.갈마주유소,40
장미타운,2
기흥구청,31
용인정보고교,1
경동보일러.범양아파트,5
종로약국,2
가운휴먼시아.도농해링턴타워(중),9
보통2리,6
꽃밭,7
탑어린이공원,3
박석교.삼정빌라,12
신장육교,8
산척리,105
구생명교회,6
동양파라곤,97
개나리공원,43
두산1차아파트,5
풍성신미주아파트,6
상록구청,32
금정역(경유),18
여주역,10
호반베르디움,32
박달사거리.박달1동주민센터,2
서현역.AK프라자,17
군포1동주민센터.군포역,43
윗머드내.평화약국,17
삼성전자중앙문,270
소사역.부천성모병원입구,1
부천범박힐스테이트3.4단지,3
오산대학,331
효명중고등학교,13
이마트,26
효성티엔씨.신진자동차학원,9
양지성당,1
양지파인리조트,4
야막리,17
당정초등학교.군포문화원,78
하얀마을,6
근로자복지회관,1
남산공단입구,33
B-7블럭,1
청평터미널,3
대주피오레2단지,30
송라리,12
수원과학대학,4
남산공단입구,1
당동주공4단지,13
송내역A,5
장당초교.제일하이빌1차,2
신양아파트.현대자동차,7
신흥,6
길성리,18
광명사거리역,4
이충주공1단지.반지마을아파트,23
신동아아파트입구,7
사강정형외과,93
삼화리.천산아파트,20
동국대사범부속영석고등학교,2
신협,21
양지고등학교,8
한마음병원,37
프라자아파트,27
농수산물도매시장,15
수내역.정자아이파크,10
아데나펠리스,92
구포리과수원,18
국민체육센터,10
신구대학후문.오복슈퍼,18
덕천교,6
의왕고등학교,6
서안양우체국.국제나은병원,11
두산인프라코어,22
동수원2차쌍용아파트,62
롯데첨단소재,38
대성병원.심곡천사거리,1
숭신여자중고교.래미안금광아파트,41
신현3리.오포마트,3
예누림아파트,11
광교에일린의뜰.광교호수공원,30
백현마을4단지상가,38
한전,11
그린빌15단지,19
효성티앤씨.진영레미콘,21
안성제1산업단지,6
그린피아호텔,58
관리고개,20
서랑동마을입구,16
센트럴상록.동원1차,89
현대사원아파트,1
야탑역.종합버스터미널(후면),19
신안코아,8
땟골삼거리,4
오정농협,5
일동우체국,42
황계동입구,6
반도유보라,40
오야동.신촌동주민센터,6
굿모닝병원.벽산아파트,2
소하3단지,20
동진주택,16
송곡리입구,10
안양역,20
뉴광주농협주유소,5
안산시흥교회건너편,1
동남아파트,4
박달사거리.박달1동주민센터,61
SK스카이뷰,7
석수역(경유),39
보통골동양공업사,14
계원예술대학교,6
소하2동주민센터.광명동굴길입구,8
반송초중교,18
동일자동차학원,2
서신터미널,41
수자원공사입구,15
U-서비스통합센터,2
내기,11
풍경채,1
안양대교,12
도체육회관.대림e-편한세상,88
구미초교,1
한솔빌딩.구미도서관,27
천마산휴게소.한누리요양병원,3
세지로,41
덕신상가,14
용인등기소,27
영성중학교.하대원동주민센터,8
포일성당,11
쇳골마을.궁내동톨게이트,4
적동,2
판교도서관.판교청소년수련관,47
하나로마트.화성고용센터,69
기흥구청.드림랜드아파트,39
우성아파트,19
향남주공5단지입구,40
신구대학,26
복지관운동장,4
흥덕마을8.10단지,144
이충부영아파트,17
단원마을,8
수원버스터미널,6
LG3차아파트,6
태평오거리,8
춘의아파트,3
상기1리즘곰마을,16
대원아파트.팽성읍사무소,5
광주시노인종합복지회관,9
장수원.신한대학교,9
남양성지,41
당말,10
물왕교,1
이곡마을6단지,2
청학리주공5단지.별내도서관,1
국민은행,12
병점역,27
광교초등학교.광교홍재도서관,35
태광전자,15
꽃뫼신동아아파트,33
경기도박물관.금화마을입구,31
풍산목재,3
숲속마을입구,4
공군부대입구,70
덕풍시장(중),1
성원상떼레이크뷰,37
팽성국제교류센터.시립팽성도서관,2
관문사거리부대앞,47
당수동삼정아파트,26
한국교통대학교,18
흥덕지구중심상업지구앞,61
치동천힐링마을,15
행복주택,47
율전동,49
파라다이스아파트,7
남양아파트,2
당동지하차도,5
오리역,28
시민시장입구,11
한일초등학교.한보라마을7.9단지,12
중앙공원.양지마을청구아파트,28
진흥아파트,65
복정초등학교,5
서수원자이아파트,46
목양교회,10
구성초등학교.구성농협,52
박달1동주민센터,11
금정역,30
선바위역,21
에일린의뜰.휴먼시아6단지,8
중앙공원,104
소사본동행정복지센터,2
죽전교차로,17
입북동입구,21
금호아파트.성원아파트,59
송호초등학교,22
종합운동장,24
르노삼성자동차중앙연구소,2
기산삼거리,50
무궁화금호아파트,28
국토지리정보원.중앙기독초등학교,12
광교공원.경기대입구,12
호계사거리,21
마도유통상가앞,6
광교지웰홈스.광교마을40단지,50
서울대학교병원,38
양벌2리.우림아파트.쌍용2차.대주1차아파트,3
연무동종점,16
외국어대학교,15
한신.세아.현대아파트,3
평택지제역,12
딩동댕어린이집,2
대양1리,2
향남부영13단지,4
서정시장,23
월피주공1단지,4
충훈부입구.충훈2교,1
현대모닝사이드1차,2
호수마을.자연엔데시앙,25
동백소방서.동일하이빌.롯데캐슬,2
궁내동.궁안마을,57
석수시장,11
풍덕천사거리,74
소하6단지,22
지산우성아파트,23
귀인중학교,21
동수원쌍용2차아파트,5
부곡복지회관,11
서현중학교,11
솔안,2
현화중학교,2
모아미래도아파트,96
뫼루니육교,15
신안아파트,11
코오롱하늘채(아),19
일산동부경찰서(중),9
안양우편물류센터후문,2
비전2동현대이화아파트,3
통미마을,42
비봉초등학교후문.삼화3리,46
어정역.어정초교.동백아이파크,10
단국대.평화의광장,105
고지리,5
수택동농협(구축협),1
하안4동주민센터.하안주공4.10단지,6
오산자이후문.엘리시아정문,4
모세로삼거리.광명시보훈회관,8
판교역서편,57
영천리,3
포곡읍주민자치센터,5
풍산아이파크5단지,2
(구)시청.신흥1동주민센터,18
평동행정복지센터,42
야목리,84
요당성지,2
송탄소방서,26
금토천교,74
박달삼거리,30
권선보성.두산동아.신우아파트,6
성내미육교.판교박물관,20
궁전아파트.성지아파트,45
만안구청,34
판교원마을1.2단지.판교도서관,10
창곡1리입구,14
덕고개길,1
수내역.롯데백화점,77
명지병원.달빛마을3단지,4
신흥사,7
우미린아파트.향일고,19
송북시장,44
대주피오레2단지상가앞,31
별빛마을8단지.롯데마트,2
정림입구,13
서홍마을.효성화운트빌.우남아파트,7
한화꿈에그린,91
소하5단지,4
송원초등학교.유당마을,36
금정농협앞,13
선일초등학교,1
뱅골,6
숲속마을1단지,19
주공1단지112동앞,13
금천마을,9
선경아파트,12
주공4단지,21
덕천초등학교,11
신우아파트,6
산본공업고등학교,14
봉가1리,1
위례자연앤래미안e편한세상.위례힐스테이트,2
산본2동주민센터,23
춘의테크노파크단지앞,1
원평리(경유),2
대야미역,2
수지자이아파트,3
산본고가도로,6
야탑중학교,3
성복자이1차,47
제부도입구,22
내리,7
롯데백화점(중),9
신명아파트,27
석포6리(마파지),5
대림아파트후문,8
석포6리,3
부발역,2
제일은행.이천터미널,6
융건릉,9
대야미역,10
고천다목적체육관,22
앞말,6
수원역고가(경유),25
대야미삼거리,13
관악초등학교,2
소사본동행정복지센터,3
덕봉리,2
신기초등학교정문,8
포레하임.그레미움,12
배다리.서하남나들목,1
역말마을,2
율암삼거리,30
광주시축협,5
광주크리닉센터,11
이곡마을6단지,2
문학주유소,47
분당중앙고앞,18
상광교신다리,28
생문약국,1
금광시장.삼익아파트,5
천천푸르지오상가,26
일월도서관.율천고등학교,11
원당역,1
뱅뱅이,50
박애병원,10
리더스하임8단지후문,6
동부.코오롱아파트,59
홈플러스,1
시립수원산업단지어린이집,105
LG빌리지2차아파트.강남아파트,14
글로벌도서관.성원아파트,18
성원상떼레이크뷰,10
삼일제약,4
석수시장.석수현대아파트,3
수원여자대학교입구,42
대원아파트,9
한라쇼핑앞,17
광명사거리,8
기아자동차남문.광명역세권1단지후문,1
삼덕공원,30
창곡1리,11
메탈산업단지,9
쌍령동.김촌말,19
삼성아파트,26
오산리.천주교묘지입구,6
정왕역환승센터,22
상탑초등학교,1
둔전농협앞,13
한양대구리병원.새마을금고(중),5
철산래미안자이아파트,7
안정6리,1
효자촌,24
위례센트럴푸르지오,4
아름마을.이매고교.효성선경아파트.하나은행,12
도촌주택단지,6
관리입구,11
용인등기소,2
하나가든,1
문학4리,4
세교육교앞,34
월드아파트.월드사거리,4
양봉원,1
어정풍림아파트,30
만안평생교육센터,10
산성역.신흥주공아파트후문,13
방교리,56
초월읍사무소.초월도서관입구,8
귀래리,33
한보라6단지,44
서해중학교.한일아파트,2
새마을금고앞,13
계원예술대학교,4
서현1동.우성아파트,8
박달1동주민센터,5
락원식당앞,34
본오1동주민센터,20
내대지마을5단지.동부아파트,19
참이슬아파트.동일공고,2
군포시청.산본역,19
감골도서관,5
제자교회,9
당수초등학교.삼정아파트,18
반정동,31
수원컨트리크럽,14
형제가든,4
아름마을.방아다리사거리,14
대명고등학교,24
송탄우체국,7
자동차매매센터,19
홈플러스,2
1단지.세마동,11
수영오거리(경유),17
스타필드하남,8
어정중학교.서해그랑블1차,13
양감보건소,2
관고동,1
롯데시네마,11
상현마을현대2차아이파크,17
하북4리,5
이천역,24
도농역.동화중고교.부영A(중),2
덕동초등학교,6
안산테콤단지,27
덕다리입구,2
대림동산,9
사창2리.요꼴,6
수내동소방서.쌍용아파트,15
갈현동,12
각골초등학교,51
조암한라비발디,29
자동차매매상사.기호일보,1
군포국제교육센터.수리동성당,5
보라마을입구,17
서부공용차고지(경유),8
영풍아파트,4
본정리,1
보평중고등학교,6
인덕원삼호아파트,17
라이프아파트,2
고천체육공원,14
추모공원,6
신원낚시터,3
주엽역(중),12
모란농협.모란연세의원,12
천지산업.인성가스충전소,17
서천고등학교,50
관양중학교,15
호평상업지구.이마트,2
정자역,29
모아아파트.세종프라자,2
체이스컬트,17
문호리종점,1
판교역남편,182
신길역사유적공원,3
선부주공14단지,18
한라2차아파트입구,9
수영오거리.신창아파트입구,15
부곡동주민센터,1
우미린2차.호수부영3차,51
희망아파트앞,44
시흥관광호텔.시화초교,1
마을회관,1
소사경찰서,3
소사벌휴먼시아1단지,5
어정삼거리.강남마을,44
화성시청,36
중앙지구대,3
시흥경찰서,1
수원시동부차고지,34
평택터미널,14
차의과대학,2
삼정초등학교,1
정자2동주민센터,59
함상전망대,1
부영아파트.만가대,3
정남파출소,14
금광포란재아파트,2
전곡역앞.농협,1
신안아파트,13
부명고.순천향대학병원,2
왕림마을,20
각골운동장,34
대성아파트,2
양감농협,1
갈천리,30
한대역앞,4
에버랜드(승차홈),39
현대모닝사이드1차아파트.새마을입구.신현리,21
본오동차고지,5
이케아.롯데아울렛광명점,7
현대시범아파트,73
동편마을2단지,24
하안주공2.9단지,12
황제아파트앞,1
병목안삼거리,9
군포경찰서,14
꽃동네입구,1
성남세관.고령친화체험관,34
청학리주공5단지.별내도서관,1
TRW스터링,7
SK스카이뷰.다솔초등학교,16
풍림아파트입구,19
공군관사,42
영조아파트.푸르지오아파트,8
효원초등학교,14
안양국제유통단지.홈플러스,126
만안청소년수련관.태양철물,3
동국대한방병원.수내고교,9
목림삼거리,8
GS자이아파트후문,7
K2볼링장,4
하피랜드,5
금촌역,2
양촌마을건너편앞,40
대양1리,7
정왕역환승센터,4
안산디자인문화고등학교.상록고등학교,27
농협케미컬,1
산본역,53
복지아파트,3
수촌2리.황골,8
한강CM,40
독정삼거리,4
용머리앞,5
모아미래도,4
어정중학교.서해그랑블1차,18
쌍송2리.산업단지내,14
상신리,2
구장삼거리,12
정왕동이주단지,1
경남아너스빌,6
신협오거리,31
사창2리.요꼴,1
동탄국제고등학교,36
무송1통마을입구,6
스타프라자,19
인덕원삼호아파트,11
유엔아이,126
영복여고,2
SK아파트.e편한세상,5
미사강변28단지.부영사랑으로,2
신협오거리,11
비전중학교입구,9
동탄차고지,5
모란고개,30
평택터미널,3
양지고등학교,2
예직,1
한림아파트,9
퇴계원농협,4
효성아파트후문,51
장애인복지회관,29
숙곡리천불사,4
신남동(경유),27
다정한마을.금강아파트,3
곤지암터미널,6
라이프아파트,10
성현마을주공3단지.반도유보라,16
롯데백화점.구리역입구(중),8
한성2차.풍림아파트,5
능평4리.119안전센터,14
탑어린이공원,9
갈뫼초등학교,3
오포소방서,2
양벌1리.매곡초등학교,8
용수리,23
모현면주민센터.왕곡마을,1
와동주민센터,17
장안제일교회,1
새마을,15
송현초등학교.판교이지더원2단지,4
삼화1리,5
둔전초등학교,18
중복동,2
대하초등학교.중원청소년수련관,12
태평2동행정복지센터,10
한림휴먼타워,32
광주터미널.참조은병원앞,10
장안중학교,5
동백이마트,5
정왕어린이도서관.정왕시장,2
권선대림아파트,27
명지대입구,5
신미주아파트,16
기사촌사거리,1
국민은행,19
경기도동물위생시험소,33
권선동,1
이마트,12
해창1리.우리꽃식물원,10
무지개마을.건영아파트,6
시청앞,36
선경아파트,3
우성아파트건너편,19
일동주민센터.중앙병원입구,32
안중공용터미널,1
궁평2리.해운초등학교,2
부발역,13
성남혜은학교.수정청소년수련관,6
광교호반마을입구,18
광교차고지,15
호매실마을14단지.장애인종합복지관,53
풍림아파트.다문화가족지원센터,1
삼거리.원슈퍼.원마트,6
제약공단후문.구문천1리입구,19
성내미육교.판교박물관,7
모아아파트,1
장지동.조은교회앞,9
광명역푸르지오.빛가온초등학교,8
꽃밭,3
LG아파트,9
대성리,2
동백역.성산마을서해그랑블,24
홈플러스.시외버스터미널,11
성원아파트,4
평내호평역,1
일동우체국,7
청요3리,3
내유동종점,1
두레자연중고등학교,1
신안코아건너편,18
신남4통,5
본오교회앞,11
봇들마을9단지,4
해솔마을2.5단지,1
산본1동,38
관양중학교,12
상동역1번출구.부천터미널소풍.홈플러스,33
경남아너스빌.서판교성당,4
SK주유소,2
14단지아파트사거리,6
성남우체국,46
외삼미동입구,2
신라주유소앞,4
원종사거리,2
은행동현대아파트,21
필리핀참전비,1
아튼빌아파트.중원청소년수련관,19
상안리삼거리,12
송산주공1.9단지,4
의정부역.흥선지하도입구,4
안석2통,2
한신.길훈아파트,24
논골,35
삼덕공원,15
대황교.활주로,93
백현마을3.4단지.화랑초등학교,46
나래울,10
즐거운치과앞,1
모란역.모란시장입구.풍생중고교,41
향남교회,1
신라장건너편,1
기천저수지,5
동양파라곤,19
UN군초전기념관,53
융건릉.용주사입구,2
은계주공아파트,4
이충부영아파트,21
두산유리,1
성남종합운동장,5
평촌아트홀,1
성결대학.안양아트센터.명학역,25
벌음동,11
잔다리마을.이영미술관,13
권선보성.두산동아.신우아파트,19
북2리,25
청명대우아파트,26
군포중학교,8
시흥관광호텔.시화초교,9
LG전자물류센터,3
새마을주택,1
쇳골마을.궁내동톨게이트,29
중일초등학교.캐슬프라자,14
용호고등학교,2
신양금속,1
여월단독주택,5
장미마을.현대아파트,18
모란농협,6
계룡1단지,2
부천시청역2번출구.현대백화점.이마트,8
소사벌휴먼시아2단지,7
진위면롯데제과,24
위례31단지,5
송산4리,5
신원아파트,2
부대앞,3
